ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Audio_Files
Ende-sand-1,,Ende,sand,miri,miri,,,,,,,,ca588f671675fb26451bdcff068c75f5
Ende-sand-2,,Ende,sand,miri,miri,,,,,,,,ca588f671675fb26451bdcff068c75f5
Kawam-sand-1,,Kawam,sand,korjo kakri,korjo kakri,,,,,,,,01d8f32f163b3ccec0fd78c3777c683e
Kawam-sand-2,,Kawam,sand,korjokakre,korjokakre,,,,,,,,01d8f32f163b3ccec0fd78c3777c683e
Kawam-sand-3,,Kawam,sand,korʒokakre,korʒokakre,,,,,,,,
Taeme-sand-1,,Taeme,sand,miri,miri,,,,,,,,6b79d73356df1607203a50f1268c50b5
Taeme-sand-2,,Taeme,sand,miri,miri,,,,,,,,6b79d73356df1607203a50f1268c50b5
Taeme-sand-3,,Taeme,sand,miri,miri,,,,,,,,33f3a7226d1ad02b02f373943b0201f1
Taeme-saratoga-fish-1,,Taeme,saratoga-fish,kəlaɡ,kəlaɡ,,,,,,,,
Agob-savannah-1,,Agob,savannah,ap,ap,,,,,,,,2e6b4653c0e26b50209187f0329806a6
Agob-savannah-2,,Agob,savannah,ap,ap,,,,,,,,2e6b4653c0e26b50209187f0329806a6
Em-savannah-1,,Em,savannah,awe,awe,,,,,,,,9f7ab8b610ab8e8d686671f3dffd957a
Em-savannah-2,,Em,savannah,awe,awe,,,,,,,,9f7ab8b610ab8e8d686671f3dffd957a
Ende-savannah-1,,Ende,savannah,awe,awe,,,,,,,,0216d4dd1e6b646eac181e7dd6dd327b
Ende-savannah-2,,Ende,savannah,awe,awe,,,,,,,,0216d4dd1e6b646eac181e7dd6dd327b
Ende-savannah-3,,Ende,savannah,ap,ap,,,,,,,,
Kawam-savannah-1,,Kawam,savannah,ap,ap,,,,,,,,84631103438adab433cd5aefe360a0e5
Kawam-savannah-2,,Kawam,savannah,ap,ap,,,,,,,,84631103438adab433cd5aefe360a0e5
Kawam-savannah-3,,Kawam,savannah,ap,ap,,,,,,,,
Taeme-savannah-1,,Taeme,savannah,awaj,awaj,,,,,,,,14a44771e9dfd556a6f273f144500dc0
Taeme-savannah-2,,Taeme,savannah,awaj,awaj,,,,,,,,14a44771e9dfd556a6f273f144500dc0
Taeme-savannah-3,,Taeme,savannah,æp,æp,,,,,,,,f9bc0a3edb88e883ba41e36894c0d8e6
Agob-say-1,,Agob,say,eke,eke,,,,,,,,e1a56c16255ab6c7022784613d256421
Agob-say-2,,Agob,say,eke,eke,,,,,,,,e1a56c16255ab6c7022784613d256421
Ende-say-1,,Ende,say,paɲpeɲ,paɲpeɲ,,,,,,,,2c619177df02ed1dbc8e81b1947e63ab
Ende-say-2,,Ende,say,panpeɲ,panpeɲ,,,,,,,,2c619177df02ed1dbc8e81b1947e63ab
Ende-say-3,,Ende,say,eka,eka,,,,,,,,
Kawam-say-1,,Kawam,say,pæɲpeɲ,pæɲpeɲ,,,,,,,,797b8c80a09cc0205a3c471456cab001
Kawam-say-2,,Kawam,say,pæɲpeɲ,pæɲpeɲ,,,,,,,,797b8c80a09cc0205a3c471456cab001
Kawam-say-3,,Kawam,say,pænpeɲ,pænpeɲ,,,,,,,,
Taeme-say-1,,Taeme,say,paɲpeɲ,paɲpeɲ,,,,,,,,c62156b82a856b0d3672acf310f26b99
Taeme-say-2,,Taeme,say,pæɲpeɲ,pæɲpeɲ,,,,,,,,c62156b82a856b0d3672acf310f26b99
Taeme-say-3,,Taeme,say,jɛkɑɣo,jɛkɑɣo,,,,,,,,47c87c146d4161d69f734fe141890a06
Taeme-schwa-minimal-pair-1,,Taeme,schwa-minimal-pair,NONE,NONE,,,,,,,,
Agob-sea-1,,Agob,sea,bem,bem,,,,,,,,79200073b9d27da2d470bf7b4bc299db
Agob-sea-2,,Agob,sea,bem,bem,,,,,,,,79200073b9d27da2d470bf7b4bc299db
Em-sea-1,,Em,sea,bem,bem,,,,,,,,288bca9d4730703842ea9ce660f5214d
Em-sea-2,,Em,sea,bem,bem,,,,,,,,288bca9d4730703842ea9ce660f5214d
Ende-sea-1,,Ende,sea,bem,bem,,,,,,,,42284f16923209ba0fa120066ee87d55
Ende-sea-2,,Ende,sea,bem,bem,,,,,,,,42284f16923209ba0fa120066ee87d55
Idi-sea-1,,Idi,sea,bem,bem,,,,,,,,
Idi-sea-2,,Idi,sea,bem,bem,,,,,,,,
Kawam-sea-1,,Kawam,sea,bem,bem,,,,,,,,c37cb547d15d0453c52fb85986007d92
Kawam-sea-2,,Kawam,sea,bem,bem,,,,,,,,c37cb547d15d0453c52fb85986007d92
Kawam-sea-3,,Kawam,sea,bɛm,bɛm,,,,,,,,
Taeme-sea-1,,Taeme,sea,bem,bem,,,,,,,,fc8c55c06cb5b2f91bc59f785338ca6c
Taeme-sea-2,,Taeme,sea,bem,bem,,,,,,,,fc8c55c06cb5b2f91bc59f785338ca6c
Taeme-sea-3,,Taeme,sea,bem,bem,,,,,,,,3ccb0af95b266b9eb821d80abd7e603d
Taeme-sea-4,,Taeme,sea,bɛm,bɛm,,,,,,,,3ccb0af95b266b9eb821d80abd7e603d
Agob-see-1,,Agob,see,ikɵp,ikɵp,,,,,,,,f275df0566c9febbd57a4937d83d3b64
Agob-see-2,,Agob,see,ikəp,ikəp,,,,,,,,f275df0566c9febbd57a4937d83d3b64
Em-see-1,,Em,see,ikop,ikop,,,,,,,,4be7e086e1f8b552035692fad7546f27
Em-see-2,,Em,see,ikɔp,ikɔp,,,,,,,,4be7e086e1f8b552035692fad7546f27
Ende-see-1,,Ende,see,ikop,ikop,,,,,,,,4354bc0d84df7c5a8ab398b202dfbdac
Ende-see-2,,Ende,see,ikop,ikop,,,,,,,,4354bc0d84df7c5a8ab398b202dfbdac
Kawam-see-1,,Kawam,see,ikop,ikop,,,,,,,,e6d69d0d66ab44ce372d46ecc2d29786
Kawam-see-2,,Kawam,see,ikʌp,ikʌp,,,,,,,,e6d69d0d66ab44ce372d46ecc2d29786
Kawam-see-3,,Kawam,see,ikɔp,ikɔp,,,,,,,,
Taeme-see-1,,Taeme,see,jəkɪpæ,jəkɪpæ,,,,,,,,c5e05128a69866662f9daa5268cfc2d6
Taeme-see-2,,Taeme,see,jɪkɘpæ,jɪkɘpæ,,,,,,,,c5e05128a69866662f9daa5268cfc2d6
Agob-seed-1,,Agob,seed,kɵp,kɵp,,,,,,,,88762bd4002db31b9ce653ab513dcdf0
Agob-seed-2,,Agob,seed,kʌp,kʌp,,,,,,,,88762bd4002db31b9ce653ab513dcdf0
Em-seed-1,,Em,seed,kuʈ,kuʈ,,,,,,,,db1ef40f2dd1e044f38e4321b1d4d8b8
Em-seed-2,,Em,seed,kuʈ,kuʈ,,,,,,,,db1ef40f2dd1e044f38e4321b1d4d8b8
Ende-seed-1,,Ende,seed,kuʈ,kuʈ,,,,,,,,81e4a1e902c322a90d9b4645965ead28
Ende-seed-2,,Ende,seed,kuʈ,kuʈ,,,,,,,,81e4a1e902c322a90d9b4645965ead28
Kawam-seed-1,,Kawam,seed,kuʈ,kuʈ,,,,,,,,4463cebfa98f73244a174901152a4c16
Kawam-seed-2,,Kawam,seed,kuʈ͡ʂ,kuʈ͡ʂ,,,,,,,,4463cebfa98f73244a174901152a4c16
Kawam-seed-3,,Kawam,seed,kut͡ʃ,kut͡ʃ,,,,,,,,
Taeme-seed-1,,Taeme,seed,kʷɪʈ,kʷɪʈ,,,,,,,,78b85314a7dae7b5a5b04677143cc9b8
Taeme-seed-2,,Taeme,seed,kʷɪʈ,kʷɪʈ,,,,,,,,78b85314a7dae7b5a5b04677143cc9b8
Taeme-seed-3,,Taeme,seed,kʷɪʈ͡ʂ,kʷɪʈ͡ʂ,,,,,,,,bf1829fbc6bcb6eeeed9f561b7d8349a
Agob-seek-1,,Agob,seek,kətnen,kətnen,,,,,,,,6b8e423297c750b257452ee6d5492a4f
Agob-seek-2,,Agob,seek,kətənɛn,kətənɛn,,,,,,,,6b8e423297c750b257452ee6d5492a4f
Em-seek-1,,Em,seek,naŋalb,naŋalb,,,,,,,,2025a9721e8a352ffbc310b528bca777
Em-seek-2,,Em,seek,nəŋalb,nəŋalb,,,,,,,,2025a9721e8a352ffbc310b528bca777
Ende-seek-1,,Ende,seek,jaɡjaɡ,jaɡjaɡ,,,,,,,,e259ff5cdb5002b1a1ffc364592c15cc
Ende-seek-2,,Ende,seek,jaɡjɐɡ,jaɡjɐɡ,,,,,,,,e259ff5cdb5002b1a1ffc364592c15cc
Kawam-seek-1,,Kawam,seek,jaɡjaɡ,jaɡjaɡ,,,,,,,,2c2b5fd208186f2d94ac91f025cf9763
Kawam-seek-2,,Kawam,seek,jaɡjaɡ,jaɡjaɡ,,,,,,,,2c2b5fd208186f2d94ac91f025cf9763
Kawam-seek-3,,Kawam,seek,jaɡja,jaɡja,,,,,,,,
Taeme-seek-1,,Taeme,seek,jæɡnin,jæɡnin,,,,,,,,795c2c314504d3a285d866203160bf48
Taeme-seek-2,,Taeme,seek,jɛɡnin,jɛɡnin,,,,,,,,795c2c314504d3a285d866203160bf48
Agob-seven-1,,Agob,seven,ʈeŋkum,ʈeŋkum,,,,,,,,4b7afaf52214c949585cc21f88d9030d
Agob-seven-2,,Agob,seven,kumɽeɖəɡa kumɽeɖəɡa moʈwaŋ,kumɽeɖəɡa kumɽeɖəɡa moʈwaŋ,,,,,,,,4b7afaf52214c949585cc21f88d9030d
Agob-seven-3,,Agob,seven,ʈæŋkum,ʈæŋkum,,,,,,,,4b7afaf52214c949585cc21f88d9030d
Agob-seven-4,,Agob,seven,kumɹɛɖ͡ʐəɡakumɹɛɖ͡ʐəɡamoʈ͡ʂwaŋ,kumɹɛɖ͡ʐəɡakumɹɛɖ͡ʐəɡamoʈ͡ʂwaŋ,,,,,,,,4b7afaf52214c949585cc21f88d9030d
Em-seven-1,,Em,seven,komɽebi komɽebi komɽebi ʈoŋdai,komɽebi komɽebi komɽebi ʈoŋdai,,,,,,,,28f9d2d7de61edeb0bcbcbc384673563
Em-seven-2,,Em,seven,komɽejbikomɽejbikomɽejbiʈoŋədɐj,komɽejbikomɽejbikomɽejbiʈoŋədɐj,,,,,,,,28f9d2d7de61edeb0bcbcbc384673563
Ende-seven-1,,Ende,seven,seben,seben,,,,,,,,a62e5aef3fba32eec346eb81e8ece803
Ende-seven-2,,Ende,seven,seβen,seβen,,,,,,,,a62e5aef3fba32eec346eb81e8ece803
Taeme-seven-1,,Taeme,seven,ʈæŋ kʷɪm,ʈæŋ kʷɪm,,,,,,,,6ff3cab5c5bd548adc0f21360efa6aaf
Taeme-seven-2,,Taeme,seven,ʈæŋkʷɨm,ʈæŋkʷɨm,,,,,,,,6ff3cab5c5bd548adc0f21360efa6aaf
Agob-shade-1,,Agob,shade,ɡəba,ɡəba,,,,,,,,57e37d597f45657a501a4bb7ee17c7df
Agob-shade-2,,Agob,shade,ɡəba,ɡəba,,,,,,,,57e37d597f45657a501a4bb7ee17c7df
Em-shade-1,,Em,shade,ɡəba,ɡəba,,,,,,,,b810f70a7990ff9d37b8bd0fb467ddd8
Em-shade-2,,Em,shade,ɡəbɑ,ɡəbɑ,,,,,,,,b810f70a7990ff9d37b8bd0fb467ddd8
Ende-shade-1,,Ende,shade,ɡəba,ɡəba,,,,,,,,0ecdd3464f0d17898cd66dcd77f5b4eb
Ende-shade-2,,Ende,shade,ɡəbɑ,ɡəbɑ,,,,,,,,0ecdd3464f0d17898cd66dcd77f5b4eb
Kawam-shade-1,,Kawam,shade,ɡəba,ɡəba,,,,,,,,7991d30d7bcfd6917f590fc8ce9326c7
Kawam-shade-2,,Kawam,shade,ɡəba,ɡəba,,,,,,,,7991d30d7bcfd6917f590fc8ce9326c7
Kawam-shade-3,,Kawam,shade,ɡəba,ɡəba,,,,,,,,
Taeme-shade-1,,Taeme,shade,zaj,zaj,,,,,,,,13f46aa811f1774605b6f897e13441ba
Taeme-shade-2,,Taeme,shade,zaj,zaj,,,,,,,,13f46aa811f1774605b6f897e13441ba
Taeme-shade-3,,Taeme,shade,zaj,zaj,,,,,,,,8f31648fee50ce415be91d225b0853a4
Agob-shoot-1,,Agob,shoot,mɵk,mɵk,,,,,,,,48b19962965fd8f741a62dcb0994c0f0
Agob-shoot-2,,Agob,shoot,mʌk,mʌk,,,,,,,,48b19962965fd8f741a62dcb0994c0f0
Em-shoot-1,,Em,shoot,zuwoi,zuwoi,,,,,,,,c38a8329473a3f7d6d89547130c3ab8f
Em-shoot-2,,Em,shoot,d͡ʑuwoj,d͡ʑuwoj,,,,,,,,c38a8329473a3f7d6d89547130c3ab8f
Ende-shoot-1,,Ende,shoot,zuwoj,zuwoj,,,,,,,,5b3bf759d15c1a5b2570e3356ccfda71
Ende-shoot-2,,Ende,shoot,zʉwoj,zʉwoj,,,,,,,,5b3bf759d15c1a5b2570e3356ccfda71
Kawam-shoot-1,,Kawam,shoot,koko,koko,,,,,,,,b2af86ee61d74043e1ce9309928896cc
Kawam-shoot-2,,Kawam,shoot,d͡ʒuwoj,d͡ʒuwoj,,,,,,,,512c8488d12d558109b8b7f21227cdfe
Kawam-shoot-3,,Kawam,shoot,d͡ʒuwoj,d͡ʒuwoj,,,,,,,,512c8488d12d558109b8b7f21227cdfe
Kawam-shoot-4,,Kawam,shoot,d͡ʒuwoj,d͡ʒuwoj,,,,,,,,
Taeme-shoot-1,,Taeme,shoot,mək,mək,,,,,,,,ad86f7340e07859323489fe235909f48
Taeme-shoot-2,,Taeme,shoot,mək,mək,,,,,,,,ad86f7340e07859323489fe235909f48
Agob-short-1,,Agob,short,tumuk,tumuk,,,,,,,,ebb1ab0bd5b34768d94f6fa45d6454bb
Agob-short-2,,Agob,short,tumuk,tumuk,,,,,,,,ebb1ab0bd5b34768d94f6fa45d6454bb
Em-short-1,,Em,short,popoʈok,popoʈok,,,,,,,,7fa8e388db2f733e2527e2504721223c
Em-short-2,,Em,short,popoʈək,popoʈək,,,,,,,,7fa8e388db2f733e2527e2504721223c
Ende-short-1,,Ende,short,tubu,tubu,,,,,,,,9c91c71db57b27faab8b21620e746364
Ende-short-2,,Ende,short,tubu,tubu,,,,,,,,9c91c71db57b27faab8b21620e746364
Kawam-short-1,,Kawam,short,poʈok,poʈok,,,,,,,,c5cc1a00d6a62b8f465fc80bd004c645
Kawam-short-2,,Kawam,short,pʌʈʌk,pʌʈʌk,,,,,,,,c5cc1a00d6a62b8f465fc80bd004c645
Kawam-short-3,,Kawam,short,pɔʈ͡ʂɔpɔʈ͡ʂɔk,pɔʈ͡ʂɔpɔʈ͡ʂɔk,,,,,,,,
Taeme-short-1,,Taeme,short,tɪbətɪbu,tɪbətɪbu,,,,,,,,164b397056188da8cc08aa10f93be30a
Taeme-short-2,,Taeme,short,tɪbətɪbʊ,tɪbətɪbʊ,,,,,,,,164b397056188da8cc08aa10f93be30a
Agob-shoulder-1,,Agob,shoulder,maʈa,maʈa,,,,,,,,0f8c9810b3275fa763c8b90035349efb
Agob-shoulder-2,,Agob,shoulder,maʈa,maʈa,,,,,,,,0f8c9810b3275fa763c8b90035349efb
Em-shoulder-1,,Em,shoulder,maʈa,maʈa,,,,,,,,694b73c3128dcc23eab38ec0bfc97d5e
Em-shoulder-2,,Em,shoulder,maʈa,maʈa,,,,,,,,694b73c3128dcc23eab38ec0bfc97d5e
Ende-shoulder-1,,Ende,shoulder,maʈa,maʈa,,,,,,,,e3f3e6bedf2b758529dd8fa9f83a185f
Ende-shoulder-2,,Ende,shoulder,maʈɐ,maʈɐ,,,,,,,,e3f3e6bedf2b758529dd8fa9f83a185f
Kawam-shoulder-1,,Kawam,shoulder,maʈa,maʈa,,,,,,,,3fda10b928052702e6d87082ae0ec634
Kawam-shoulder-2,,Kawam,shoulder,maʈ͡ʂə,maʈ͡ʂə,,,,,,,,3fda10b928052702e6d87082ae0ec634
Kawam-shoulder-3,,Kawam,shoulder,mat͡ʃa,mat͡ʃa,,,,,,,,
Taeme-shoulder-1,,Taeme,shoulder,maʈa,maʈa,,,,,,,,64a250dab3e2cd1c935fdc2dd8a1038a
Taeme-shoulder-2,,Taeme,shoulder,maʈɐ,maʈɐ,,,,,,,,64a250dab3e2cd1c935fdc2dd8a1038a
Taeme-shoulder-3,,Taeme,shoulder,maʈa,maʈa,,,,,,,,9a28f49878a114a167c1d1b8f2512c90
Taeme-shoulder-4,,Taeme,shoulder,maʈa,maʈa,,,,,,,,9a28f49878a114a167c1d1b8f2512c90
Agob-show-v-1,,Agob,show-v,tim͡puɡ,tim͡puɡ,,,,,,,,
Agob-show-v-2,,Agob,show-v,timpuɡ,timpuɡ,,,,,,,,
Taeme-show-v-1,,Taeme,show-v,toŋ͡ɡ,toŋ͡ɡ,,,,,,,,
Taeme-show-v-2,,Taeme,show-v,toŋɡ,toŋɡ,,,,,,,,
Agob-sick-1,,Agob,sick,itrol,itrol,,,,,,,,3f77d509013e98dde80123358f5c8421
Agob-sick-2,,Agob,sick,itrʌɽ,itrʌɽ,,,,,,,,3f77d509013e98dde80123358f5c8421
Em-sick-1,,Em,sick,itrel,itrel,,,,,,,,b98b4a1e9fb398955c32d36a8775c9f7
Em-sick-2,,Em,sick,itrel,itrel,,,,,,,,b98b4a1e9fb398955c32d36a8775c9f7
Ende-sick-1,,Ende,sick,itrel,itrel,,,,,,,,732cd0585f4569bb4699c34a6396e278
Ende-sick-2,,Ende,sick,itreɽ,itreɽ,,,,,,,,732cd0585f4569bb4699c34a6396e278
Kawam-sick-1,,Kawam,sick,jerbæɡ,jerbæɡ,,,,,,,,a7141492b44ae5328a0de43ed6a8de2b
Kawam-sick-2,,Kawam,sick,jerbæɡ,jerbæɡ,,,,,,,,a7141492b44ae5328a0de43ed6a8de2b
Kawam-sick-3,,Kawam,sick,jərbæɡ,jərbæɡ,,,,,,,,
Taeme-sick-1,,Taeme,sick,ʈəlkan,ʈəlkan,,,,,,,,856992b2561f45f11569b0fc5a705199
Taeme-sick-2,,Taeme,sick,ʈɘrkɐn,ʈɘrkɐn,,,,,,,,856992b2561f45f11569b0fc5a705199
Taeme-sick-3,,Taeme,sick,ʈəlkan,ʈəlkan,,,,,,,,dd89ad6752d9f33b9cf8e7f9536aada3
Agob-sing-1,,Agob,sing,ɽutut,ɽutut,,,,,,,,7791535a6174d2c0e8ac9af5ea866e34
Agob-sing-2,,Agob,sing,ɽutut,ɽutut,,,,,,,,7791535a6174d2c0e8ac9af5ea866e34
Em-sing-1,,Em,sing,nuɽut,nuɽut,,,,,,,,5c5db313b7e2b0421ecf2a03d7c48ba4
Em-sing-2,,Em,sing,nuɽut,nuɽut,,,,,,,,5c5db313b7e2b0421ecf2a03d7c48ba4
Ende-sing-1,,Ende,sing,ɽɪtɪt,ɽɪtɪt,,,,,,,,89eaf51431a300bb6528d9b8a12d95fb
Ende-sing-2,,Ende,sing,ɽɪtɪtɨ,ɽɪtɪtɨ,,,,,,,,89eaf51431a300bb6528d9b8a12d95fb
Kawam-sing-1,,Kawam,sing,rutrut,rutrut,,,,,,,,b1969c70477231e4d99f70830682e441
Kawam-sing-2,,Kawam,sing,rʉtrʉt,rʉtrʉt,,,,,,,,b1969c70477231e4d99f70830682e441
Kawam-sing-3,,Kawam,sing,rʉtrɨt,rʉtrɨt,,,,,,,,
Taeme-sing-1,,Taeme,sing,bəɖaɡo,bəɖaɡo,,,,,,,,c8c519a94f753a256684d5117da3fe80
Taeme-sing-2,,Taeme,sing,bəɖəɡo,bəɖəɡo,,,,,,,,c8c519a94f753a256684d5117da3fe80
Agob-sister-1,,Agob,sister,mon,mon,,,,,,,,50902b680e07a2b49d02b23b3b02aeae
Agob-sister-2,,Agob,sister,mʌn,mʌn,,,,,,,,50902b680e07a2b49d02b23b3b02aeae
Em-sister-1,,Em,sister,mon,mon,,,,,,,,d5c0b51f2589f2818657c498cde83ff7
Em-sister-2,,Em,sister,mʌn,mʌn,,,,,,,,d5c0b51f2589f2818657c498cde83ff7
Ende-sister-1,,Ende,sister,mən,mən,,,,,,,,10bf58e38627b2a052e087049da5c4bd
Ende-sister-2,,Ende,sister,mən,mən,,,,,,,,10bf58e38627b2a052e087049da5c4bd
Kawam-sister-1,,Kawam,sister,mon,mon,,,,,,,,11daf00f7e9b919c8ee1e77258af279a
Kawam-sister-2,,Kawam,sister,mɔn,mɔn,,,,,,,,11daf00f7e9b919c8ee1e77258af279a
Kawam-sister-3,,Kawam,sister,mon,mon,,,,,,,,8f08fec49b41f38c6353d1fedb511dae
Kawam-sister-4,,Kawam,sister,mon,mon,,,,,,,,8f08fec49b41f38c6353d1fedb511dae
Kawam-sister-5,,Kawam,sister,mon,mon,,,,,,,,
Taeme-sister-1,,Taeme,sister,mən,mən,,,,,,,,ca177a20991dfbdd965cce53bf4ec675
Taeme-sister-2,,Taeme,sister,mən,mən,,,,,,,,ca177a20991dfbdd965cce53bf4ec675
Taeme-sister-3,,Taeme,sister,mɪləbæ,mɪləbæ,,,,,,,,2893d2e4adf8c26c22e03384efdbdc4a
Agob-sit-1,,Agob,sit,dɵmiɲ,dɵmiɲ,,,,,,,,57f19330cf0bc2b9add2f1532a88870a
Agob-sit-2,,Agob,sit,dʌmin,dʌmin,,,,,,,,57f19330cf0bc2b9add2f1532a88870a
Em-sit-1,,Em,sit,adəmen,adəmen,,,,,,,,59e96c2d8223720e366a07e0f1c99664
Em-sit-2,,Em,sit,adəmen,adəmen,,,,,,,,59e96c2d8223720e366a07e0f1c99664
Ende-sit-1,,Ende,sit,dəmen,dəmen,,,,,,,,3f3681ec4774712167643dd3fae66aad
Ende-sit-2,,Ende,sit,dəmen,dəmen,,,,,,,,3f3681ec4774712167643dd3fae66aad
Idi-sit-1,,Idi,sit,dɐmen,dɐmen,,,,,,,,
Idi-sit-2,,Idi,sit,dəmen,dəmen,,,,,,,,
Kawam-sit-1,,Kawam,sit,dəmen,dəmen,,,,,,,,d119c3f11e5e8e69efb60616536af1c3
Kawam-sit-2,,Kawam,sit,dɛmɛn,dɛmɛn,,,,,,,,d119c3f11e5e8e69efb60616536af1c3
Kawam-sit-3,,Kawam,sit,dɛmɛn,dɛmɛn,,,,,,,,
Taeme-sit-1,,Taeme,sit,adəmen,adəmen,,,,,,,,e96a65472a6f81cab4b0756ca282347d
Taeme-sit-2,,Taeme,sit,ɑdəmen,ɑdəmen,,,,,,,,e96a65472a6f81cab4b0756ca282347d
Taeme-sit-3,,Taeme,sit,dəmen,dəmen,,,,,,,,ad720207d05079de8867ee1d63cfdd53
Taeme-sit-4,,Taeme,sit,dəmɛn,dəmɛn,,,,,,,,ad720207d05079de8867ee1d63cfdd53
Agob-six-1,,Agob,six,ɡæbɵn,ɡæbɵn,,,,,,,,f7b0c98fa5f9f939c475eb4f5a2da719
Agob-six-2,,Agob,six,kumɽeɖzəɡa kumɽeɖəɡa,kumɽeɖzəɡa kumɽeɖəɡa,,,,,,,,01d6210bceb0518364b137c4338b8172
Agob-six-3,,Agob,six,ɡæbon,ɡæbon,,,,,,,,f7b0c98fa5f9f939c475eb4f5a2da719
Agob-six-4,,Agob,six,kumɹɛɖ͡ʐəɡakumɹɛɖ͡ʐəɡa,kumɹɛɖ͡ʐəɡakumɹɛɖ͡ʐəɡa,,,,,,,,01d6210bceb0518364b137c4338b8172
Em-six-1,,Em,six,komɽebi komɽebi komɽebi,komɽebi komɽebi komɽebi,,,,,,,,23c606d160d6a43907e0ff22f442881c
Em-six-2,,Em,six,komɽejbikomɽejbikomɽejbi,komɽejbikomɽejbikomɽejbi,,,,,,,,23c606d160d6a43907e0ff22f442881c
Ende-six-1,,Ende,six,siks,siks,,,,,,,,c72417d15f0aa3d89644cefead15886a
Ende-six-2,,Ende,six,siks,siks,,,,,,,,c72417d15f0aa3d89644cefead15886a
Kawam-six-1,,Kawam,six,ʈoŋo ʈaŋ ruput ʈajmonaʈ ʈoŋo,ʈoŋo ʈaŋ ruput ʈajmonaʈ ʈoŋo,,,,,,,,d3bb20b14776d458a6557c3dc2b28eb0
Kawam-six-2,,Kawam,six,ʈoŋoʈaŋrupuʈajmonaʈ͡ʂʈ͡ʂoŋɔ,ʈoŋoʈaŋrupuʈajmonaʈ͡ʂʈ͡ʂoŋɔ,,,,,,,,d3bb20b14776d458a6557c3dc2b28eb0
Kawam-six-3,,Kawam,six,kumud͡ʒəɡakumud͡ʒəɡa,kumud͡ʒəɡakumud͡ʒəɡa,,,,,,,,
Taeme-six-1,,Taeme,six,kapən,kapən,,,,,,,,3e39d2a82a8502da668434ace5899644
Taeme-six-2,,Taeme,six,kapən,kapən,,,,,,,,3e39d2a82a8502da668434ace5899644
Taeme-size-1,,Taeme,size,palal,palal,,,,,,,,f19886b0d2992bfaf3f67f5c51010d98
Agob-skin-1,,Agob,skin,ʈoj,ʈoj,,,,,,,,032d9fd30089bf14e95399152ba49fd4
Agob-skin-2,,Agob,skin,ʈoj,ʈoj,,,,,,,,032d9fd30089bf14e95399152ba49fd4
Em-skin-1,,Em,skin,ʈupo,ʈupo,,,,,,,,fe03a700d3bd57142373ef9b93df82cd
Em-skin-2,,Em,skin,ʈupo,ʈupo,,,,,,,,fe03a700d3bd57142373ef9b93df82cd
Ende-skin-1,,Ende,skin,ʈoj,ʈoj,,,,,,,,9e65efecf1fed6f895558bd7244fa74f
Ende-skin-2,,Ende,skin,ʈoj,ʈoj,,,,,,,,9e65efecf1fed6f895558bd7244fa74f
Kawam-skin-1,,Kawam,skin,ʈupo,ʈupo,,,,,,,,57e3760f8bfa494edb279ca923bacebe
Kawam-skin-2,,Kawam,skin,ʈupo,ʈupo,,,,,,,,57e3760f8bfa494edb279ca923bacebe
Kawam-skin-3,,Kawam,skin,t͡ʃupo,t͡ʃupo,,,,,,,,
Taeme-skin-1,,Taeme,skin,ʈoj,ʈoj,,,,,,,,e2b4d2623327b1fa0fce929d8ba27e77
Taeme-skin-2,,Taeme,skin,ʈoj,ʈoj,,,,,,,,e2b4d2623327b1fa0fce929d8ba27e77
Taeme-skin-3,,Taeme,skin,ʈowe,ʈowe,,,,,,,,6269187b4e837bfa0057d905a7f081c0
Taeme-skin-4,,Taeme,skin,ʈ͡ʂowe,ʈ͡ʂowe,,,,,,,,6269187b4e837bfa0057d905a7f081c0
Agob-sky-1,,Agob,sky,ɖapaɽ,ɖapaɽ,,,,,,,,8f454ca973a30c4a5bdcae0a9068c29a
Agob-sky-2,,Agob,sky,ɖapaɽ,ɖapaɽ,,,,,,,,8f454ca973a30c4a5bdcae0a9068c29a
Agob-sky-3,,Agob,sky,ɖapaɽ,ɖapaɽ,,,,,,,,c8ba6b9447098f5f5dbe6fe7091a5c52
Agob-sky-4,,Agob,sky,ɖapaɽ,ɖapaɽ,,,,,,,,c8ba6b9447098f5f5dbe6fe7091a5c52
Em-sky-1,,Em,sky,ɖapaɽ,ɖapaɽ,,,,,,,,f4dc31534ba7616f2aef93e737c6d27c
Em-sky-2,,Em,sky,ɖapɑɻ,ɖapɑɻ,,,,,,,,f4dc31534ba7616f2aef93e737c6d27c
Em-sky-3,,Em,sky,ɖapal,ɖapal,,,,,,,,dbe1f6ba920faed7f680d6d3c9754c53
Ende-sky-1,,Ende,sky,ɖapaɽ,ɖapaɽ,,,,,,,,1a9c63df5ee2a2a68cd516ea8ff99612
Ende-sky-2,,Ende,sky,ɖapaɽ,ɖapaɽ,,,,,,,,1a9c63df5ee2a2a68cd516ea8ff99612
Ende-sky-3,,Ende,sky,ɖɑpɑɭ,ɖɑpɑɭ,,,,,,,,b6f512dc9f27588b96b0345813962ba6
Idi-sky-1,,Idi,sky,ɖapal,ɖapal,,,,,,,,
Idi-sky-2,,Idi,sky,ɖapal,ɖapal,,,,,,,,
